order_id,supplier,product,order_date,promised_date,delivery_date,ordered_qty,delivered_qty,unit_cost,status
ORD-0261,Gamma Packaging,Raw Material A,2026-06-16,2026-06-20,2026-06-21,63,63,107.16,Complete
ORD-0262,Gamma Packaging,Packaging X,2026-02-05,2026-02-12,2026-02-12,599,587,148.11,Short
ORD-0263,Delta Logistics,Packaging X,2026-03-04,2026-03-14,2026-03-14,67,67,73.09,Complete
ORD-0264,Omega Parts,Packaging Y,2026-07-14,2026-07-24,2026-07-24,334,334,21.18,Complete
ORD-0265,Gamma Packaging,Packaging X,2026-07-27,2026-08-01,2026-08-04,108,108,87.81,Complete
ORD-0266,Delta Logistics,Packaging X,2026-05-03,2026-05-12,2026-05-12,102,99,25.97,Short
ORD-0267,Delta Logistics,Packaging Y,2026-04-04,2026-04-11,2026-04-11,425,425,114.72,Complete
ORD-0268,Delta Logistics,Packaging Y,2026-03-14,2026-03-20,2026-03-20,450,337,80.09,Short
ORD-0269,Alpha Components,Component Z,2026-05-09,2026-05-13,2026-05-13,115,112,110.73,Short
ORD-0270,Omega Parts,Raw Material B,2026-05-05,2026-05-11,2026-05-12,587,440,131.45,Short
ORD-0271,Alpha Components,Packaging X,2026-03-03,2026-03-11,2026-03-11,226,214,97.31,Short
ORD-0272,Gamma Packaging,Raw Material B,2026-01-05,2026-01-15,2026-01-15,225,225,94.97,Complete
ORD-0273,Delta Logistics,Packaging X,2026-02-01,2026-02-04,2026-02-04,213,213,115.15,Complete
ORD-0274,Gamma Packaging,Raw Material A,2026-07-21,2026-07-29,2026-08-01,303,287,127.63,Short
ORD-0275,Beta Metals,Packaging X,2026-03-29,2026-04-07,2026-04-07,147,144,131.41,Short
ORD-0276,Omega Parts,Raw Material A,2026-04-12,2026-04-22,2026-04-25,283,283,13.17,Complete
ORD-0277,Alpha Components,Packaging X,2026-04-09,2026-04-15,2026-04-15,165,161,86.98,Short
ORD-0278,Beta Metals,Component Z,2026-06-14,2026-06-17,2026-06-17,78,58,38.71,Short
ORD-0279,Omega Parts,Component Z,2026-01-14,2026-01-19,2026-01-21,252,252,130.17,Complete
ORD-0280,Delta Logistics,Packaging X,2026-01-18,2026-01-27,2026-01-30,419,419,100.07,Complete
ORD-0281,Alpha Components,Raw Material A,2026-02-27,2026-03-09,2026-03-09,469,469,67.67,Complete
ORD-0282,Delta Logistics,Raw Material B,2026-04-13,2026-04-21,2026-04-24,244,183,34.71,Short
ORD-0283,Omega Parts,Raw Material A,2026-05-21,2026-05-24,2026-05-24,228,200,56.14,Short
ORD-0284,Alpha Components,Packaging Y,2026-04-14,2026-04-17,2026-04-17,483,425,107.94,Short
ORD-0285,Gamma Packaging,Component Z,2026-04-03,2026-04-09,2026-04-17,424,318,37.02,Short
ORD-0286,Gamma Packaging,Packaging X,2026-07-16,2026-07-23,2026-07-23,507,507,21.29,Complete
ORD-0287,Alpha Components,Raw Material A,2026-02-03,2026-02-06,2026-02-08,548,548,134.1,Complete
ORD-0288,Beta Metals,Raw Material A,2026-05-01,2026-05-09,2026-05-09,501,501,116.52,Complete
ORD-0289,Alpha Components,Component Z,2026-04-24,2026-05-01,2026-05-03,565,565,36.37,Complete
ORD-0290,Alpha Components,Raw Material B,2026-04-10,2026-04-13,2026-04-13,279,245,49.51,Short
ORD-0291,Gamma Packaging,Raw Material A,2026-06-19,2026-06-22,2026-06-22,267,200,146.03,Short
ORD-0292,Gamma Packaging,Raw Material A,2026-02-26,2026-03-04,2026-03-04,226,226,108.56,Complete
ORD-0293,Beta Metals,Raw Material B,2026-07-20,2026-07-28,2026-07-28,179,157,94.69,Short
ORD-0294,Beta Metals,Packaging Y,2026-03-11,2026-03-20,2026-03-20,461,451,51.68,Short
ORD-0295,Alpha Components,Component Z,2026-04-25,2026-05-01,2026-05-01,442,442,50.48,Complete
ORD-0296,Delta Logistics,Raw Material B,2026-04-20,2026-04-25,2026-04-25,490,367,13.61,Short
ORD-0297,Beta Metals,Packaging Y,2026-06-28,2026-07-08,2026-07-08,142,106,111.44,Short
ORD-0298,Omega Parts,Raw Material A,2026-04-03,2026-04-09,2026-04-09,320,313,14.13,Short
ORD-0299,Gamma Packaging,Raw Material A,2026-03-01,2026-03-06,2026-03-07,172,163,8.69,Short
ORD-0300,Omega Parts,Raw Material A,2026-01-05,2026-01-11,2026-01-12,541,541,111.59,Complete
ORD-0301,Delta Logistics,Component Z,2026-03-18,2026-03-21,2026-03-22,197,173,142.74,Short
ORD-0302,Beta Metals,Packaging X,2026-06-23,2026-06-28,2026-06-28,129,126,115.42,Short
ORD-0303,Delta Logistics,Component Z,2026-01-03,2026-01-10,2026-01-13,363,272,74.97,Short
ORD-0304,Beta Metals,Raw Material A,2026-07-08,2026-07-18,2026-07-18,533,533,77.02,Complete
ORD-0305,Alpha Components,Raw Material A,2026-04-24,2026-05-02,2026-05-02,553,553,69.93,Complete
ORD-0306,Beta Metals,Component Z,2026-01-30,2026-02-08,2026-02-08,102,76,54.1,Short
ORD-0307,Beta Metals,Raw Material A,2026-03-05,2026-03-12,2026-03-13,229,229,82.08,Complete
ORD-0308,Alpha Components,Raw Material A,2026-04-27,2026-04-30,2026-04-30,134,134,69.22,Complete
ORD-0309,Alpha Components,Packaging X,2026-03-08,2026-03-14,2026-03-14,219,192,92.94,Short
ORD-0310,Omega Parts,Packaging Y,2026-01-23,2026-02-02,2026-02-10,343,343,135.53,Complete
ORD-0311,Gamma Packaging,Raw Material B,2026-05-20,2026-05-23,2026-05-23,204,199,149.29,Short
ORD-0312,Gamma Packaging,Packaging X,2026-05-22,2026-06-01,2026-06-01,87,87,19.18,Complete
ORD-0313,Omega Parts,Packaging Y,2026-01-25,2026-02-02,2026-02-10,330,330,62.63,Complete
ORD-0314,Beta Metals,Packaging X,2026-03-01,2026-03-06,2026-03-06,79,59,33.66,Short
ORD-0315,Gamma Packaging,Raw Material B,2026-02-21,2026-03-02,2026-03-02,174,174,58.0,Complete
ORD-0316,Omega Parts,Raw Material A,2026-05-19,2026-05-28,2026-05-31,50,50,48.82,Complete
ORD-0317,Delta Logistics,Packaging X,2026-06-03,2026-06-06,2026-06-09,97,92,32.78,Short
ORD-0318,Beta Metals,Component Z,2026-06-02,2026-06-05,2026-06-05,289,216,116.5,Short
ORD-0319,Beta Metals,Packaging Y,2026-07-17,2026-07-25,2026-07-26,517,517,78.47,Complete
ORD-0320,Alpha Components,Component Z,2026-06-11,2026-06-21,2026-06-21,476,452,138.53,Short
ORD-0321,Alpha Components,Raw Material A,2026-03-09,2026-03-12,2026-03-12,104,101,12.63,Short
ORD-0322,Alpha Components,Raw Material A,2026-01-23,2026-01-31,2026-01-31,69,60,17.51,Short
ORD-0323,Delta Logistics,Packaging X,2026-05-10,2026-05-14,2026-05-14,235,235,65.26,Complete
ORD-0324,Delta Logistics,Raw Material A,2026-07-12,2026-07-20,2026-07-21,408,306,19.4,Short
ORD-0325,Gamma Packaging,Packaging X,2026-07-24,2026-07-31,2026-08-02,460,437,45.31,Short
ORD-0326,Delta Logistics,Component Z,2026-02-18,2026-02-21,2026-02-21,502,441,148.02,Short
ORD-0327,Alpha Components,Raw Material B,2026-02-19,2026-02-27,2026-02-27,238,238,37.67,Complete
ORD-0328,Beta Metals,Packaging X,2026-01-08,2026-01-18,2026-01-18,142,106,36.13,Short
ORD-0329,Beta Metals,Packaging Y,2026-01-30,2026-02-08,2026-02-11,64,60,89.46,Short
ORD-0330,Omega Parts,Raw Material A,2026-04-27,2026-04-30,2026-04-30,130,130,78.72,Complete
ORD-0331,Delta Logistics,Component Z,2026-04-25,2026-04-29,2026-04-29,85,63,90.42,Short
ORD-0332,Omega Parts,Raw Material B,2026-03-19,2026-03-23,2026-03-23,523,460,61.5,Short
ORD-0333,Beta Metals,Component Z,2026-03-07,2026-03-13,2026-03-13,197,197,125.4,Complete
ORD-0334,Omega Parts,Packaging Y,2026-06-24,2026-06-28,2026-06-29,502,491,27.68,Short
ORD-0335,Alpha Components,Raw Material A,2026-04-07,2026-04-16,2026-04-17,354,354,68.83,Complete
ORD-0336,Beta Metals,Packaging Y,2026-06-19,2026-06-28,2026-06-28,346,339,105.95,Short
ORD-0337,Gamma Packaging,Raw Material A,2026-07-22,2026-07-31,2026-08-02,300,225,131.29,Short
ORD-0338,Alpha Components,Packaging X,2026-03-08,2026-03-12,2026-03-20,500,375,60.48,Short
ORD-0339,Omega Parts,Component Z,2026-02-12,2026-02-15,2026-02-15,73,73,88.62,Complete
ORD-0340,Omega Parts,Component Z,2026-07-20,2026-07-30,2026-07-30,101,75,17.82,Short
ORD-0341,Gamma Packaging,Component Z,2026-05-14,2026-05-19,2026-05-19,282,276,32.19,Short
ORD-0342,Beta Metals,Packaging X,2026-03-03,2026-03-11,2026-03-13,266,252,17.82,Short
ORD-0343,Alpha Components,Packaging X,2026-05-11,2026-05-21,2026-05-21,350,308,111.36,Short
ORD-0344,Delta Logistics,Raw Material B,2026-04-19,2026-04-22,2026-04-22,455,445,48.9,Short
ORD-0345,Gamma Packaging,Component Z,2026-07-10,2026-07-13,2026-07-13,373,365,110.77,Short
ORD-0346,Delta Logistics,Packaging X,2026-02-23,2026-02-26,2026-03-01,191,187,17.43,Short
ORD-0347,Delta Logistics,Packaging Y,2026-07-28,2026-08-01,2026-08-01,230,172,130.48,Short
ORD-0348,Alpha Components,Raw Material B,2026-07-16,2026-07-19,2026-07-20,463,463,126.65,Complete
ORD-0349,Alpha Components,Packaging Y,2026-02-07,2026-02-16,2026-02-16,160,160,20.63,Complete
ORD-0350,Delta Logistics,Raw Material B,2026-02-04,2026-02-11,2026-02-16,327,327,11.37,Complete
ORD-0351,Alpha Components,Packaging Y,2026-04-22,2026-05-02,2026-05-02,346,346,15.99,Complete
ORD-0352,Omega Parts,Raw Material A,2026-01-10,2026-01-19,2026-01-19,462,462,129.22,Complete
ORD-0353,Alpha Components,Raw Material A,2026-03-04,2026-03-14,2026-03-17,442,442,41.33,Complete
ORD-0354,Delta Logistics,Raw Material B,2026-04-02,2026-04-06,2026-04-09,305,305,85.85,Complete
ORD-0355,Omega Parts,Packaging X,2026-07-23,2026-07-28,2026-07-28,220,193,68.53,Short
ORD-0356,Gamma Packaging,Packaging Y,2026-07-28,2026-08-06,2026-08-06,252,252,120.96,Complete
ORD-0357,Alpha Components,Raw Material B,2026-02-01,2026-02-05,2026-02-06,276,270,77.42,Short
ORD-0358,Omega Parts,Raw Material A,2026-07-07,2026-07-10,2026-07-13,170,149,79.09,Short
ORD-0359,Alpha Components,Raw Material B,2026-01-20,2026-01-28,2026-01-28,393,345,148.45,Short
ORD-0360,Gamma Packaging,Packaging X,2026-06-07,2026-06-16,2026-06-16,164,160,29.32,Short
ORD-0361,Omega Parts,Packaging X,2026-06-27,2026-07-07,2026-07-09,406,406,125.96,Complete
ORD-0362,Delta Logistics,Packaging Y,2026-07-07,2026-07-17,2026-07-18,463,347,15.35,Short
ORD-0363,Alpha Components,Raw Material B,2026-02-16,2026-02-19,2026-02-21,579,509,75.83,Short
ORD-0364,Omega Parts,Packaging Y,2026-07-07,2026-07-16,2026-07-16,115,109,133.86,Short
ORD-0365,Alpha Components,Packaging Y,2026-01-25,2026-02-03,2026-02-03,467,467,102.46,Complete
ORD-0366,Delta Logistics,Packaging Y,2026-04-19,2026-04-27,2026-04-30,97,97,105.3,Complete
ORD-0367,Delta Logistics,Packaging X,2026-04-09,2026-04-18,2026-04-21,235,235,45.39,Complete
ORD-0368,Beta Metals,Component Z,2026-03-08,2026-03-17,2026-03-19,146,146,67.44,Complete
ORD-0369,Gamma Packaging,Raw Material B,2026-01-05,2026-01-11,2026-01-11,139,104,60.05,Short
ORD-0370,Alpha Components,Packaging Y,2026-06-12,2026-06-15,2026-06-15,146,146,82.04,Complete
ORD-0371,Omega Parts,Raw Material A,2026-03-12,2026-03-18,2026-03-20,74,74,73.64,Complete
ORD-0372,Beta Metals,Raw Material A,2026-05-19,2026-05-23,2026-05-23,502,376,54.42,Short
ORD-0373,Beta Metals,Component Z,2026-03-28,2026-03-31,2026-04-08,83,73,51.38,Short
ORD-0374,Gamma Packaging,Packaging X,2026-03-20,2026-03-23,2026-03-23,269,269,43.62,Complete
ORD-0375,Delta Logistics,Packaging Y,2026-07-06,2026-07-14,2026-07-15,434,434,59.84,Complete
ORD-0376,Gamma Packaging,Packaging Y,2026-01-20,2026-01-27,2026-01-30,594,582,29.29,Short
ORD-0377,Gamma Packaging,Packaging Y,2026-06-04,2026-06-11,2026-06-11,519,493,131.84,Short
ORD-0378,Gamma Packaging,Raw Material B,2026-06-06,2026-06-14,2026-06-14,125,93,93.5,Short
ORD-0379,Omega Parts,Raw Material A,2026-03-21,2026-03-28,2026-03-28,593,444,27.0,Short
ORD-0380,Beta Metals,Raw Material A,2026-02-25,2026-03-05,2026-03-05,409,306,106.53,Short
ORD-0381,Omega Parts,Component Z,2026-01-02,2026-01-05,2026-01-05,148,148,128.37,Complete
ORD-0382,Delta Logistics,Raw Material B,2026-07-16,2026-07-25,2026-07-25,296,296,41.73,Complete
ORD-0383,Omega Parts,Packaging X,2026-07-19,2026-07-25,2026-07-30,554,542,29.39,Short
ORD-0384,Omega Parts,Packaging X,2026-02-20,2026-02-24,2026-02-24,266,266,9.22,Complete
ORD-0385,Delta Logistics,Raw Material A,2026-01-07,2026-01-16,2026-01-16,151,151,14.71,Complete
ORD-0386,Beta Metals,Packaging X,2026-01-26,2026-02-03,2026-02-03,531,531,116.24,Complete
ORD-0387,Delta Logistics,Raw Material A,2026-01-15,2026-01-18,2026-01-18,574,430,148.18,Short
ORD-0388,Delta Logistics,Raw Material A,2026-06-24,2026-06-28,2026-06-28,586,586,14.37,Complete
ORD-0389,Beta Metals,Raw Material A,2026-07-07,2026-07-10,2026-07-10,575,575,114.23,Complete
ORD-0390,Delta Logistics,Component Z,2026-02-02,2026-02-07,2026-02-08,530,530,18.2,Complete
ORD-0391,Beta Metals,Packaging X,2026-06-06,2026-06-09,2026-06-09,299,299,92.08,Complete
ORD-0392,Gamma Packaging,Component Z,2026-02-07,2026-02-15,2026-02-20,155,151,115.36,Short
ORD-0393,Delta Logistics,Packaging X,2026-03-19,2026-03-26,2026-03-26,389,389,59.01,Complete
ORD-0394,Alpha Components,Raw Material B,2026-05-06,2026-05-16,2026-05-16,171,128,9.55,Short
ORD-0395,Beta Metals,Packaging Y,2026-06-01,2026-06-09,2026-06-11,310,310,92.52,Complete
ORD-0396,Delta Logistics,Component Z,2026-07-03,2026-07-10,2026-07-13,410,401,148.76,Short
ORD-0397,Gamma Packaging,Packaging X,2026-01-10,2026-01-17,2026-01-17,570,541,44.58,Short
ORD-0398,Omega Parts,Raw Material A,2026-02-11,2026-02-14,2026-02-14,208,197,34.91,Short
ORD-0399,Alpha Components,Raw Material B,2026-02-28,2026-03-03,2026-03-03,188,165,25.6,Short
ORD-0400,Delta Logistics,Component Z,2026-03-07,2026-03-14,2026-03-14,454,454,86.85,Complete
ORD-0401,Omega Parts,Packaging X,2026-07-29,2026-08-01,2026-08-01,53,51,92.7,Short
ORD-0402,Omega Parts,Component Z,2026-06-13,2026-06-16,2026-06-16,361,317,120.5,Short
ORD-0403,Alpha Components,Packaging X,2026-03-09,2026-03-13,2026-03-13,460,345,114.94,Short
ORD-0404,Omega Parts,Raw Material A,2026-07-24,2026-08-03,2026-08-03,352,334,134.74,Short
ORD-0405,Beta Metals,Component Z,2026-04-15,2026-04-21,2026-04-26,261,247,122.42,Short
ORD-0406,Beta Metals,Packaging Y,2026-04-16,2026-04-24,2026-04-25,505,378,43.11,Short
ORD-0407,Beta Metals,Packaging Y,2026-04-02,2026-04-08,2026-04-08,254,241,86.93,Short
ORD-0408,Delta Logistics,Component Z,2026-01-31,2026-02-04,2026-02-04,440,330,50.23,Short
ORD-0409,Delta Logistics,Raw Material A,2026-07-16,2026-07-21,2026-07-21,305,305,54.83,Complete
ORD-0410,Gamma Packaging,Component Z,2026-01-03,2026-01-06,2026-01-06,64,64,140.34,Complete
ORD-0411,Alpha Components,Raw Material B,2026-02-06,2026-02-15,2026-02-17,341,341,104.83,Complete
ORD-0412,Omega Parts,Component Z,2026-02-18,2026-02-22,2026-02-25,77,77,146.39,Complete
ORD-0413,Beta Metals,Raw Material A,2026-02-28,2026-03-06,2026-03-09,562,550,67.2,Short
ORD-0414,Alpha Components,Packaging X,2026-01-28,2026-02-07,2026-02-15,380,380,84.32,Complete
ORD-0415,Gamma Packaging,Packaging Y,2026-01-04,2026-01-11,2026-01-19,254,254,77.17,Complete
ORD-0416,Gamma Packaging,Raw Material A,2026-05-23,2026-05-29,2026-06-03,317,310,23.23,Short
ORD-0417,Delta Logistics,Raw Material A,2026-07-23,2026-07-30,2026-07-30,390,370,41.61,Short
ORD-0418,Omega Parts,Component Z,2026-01-26,2026-02-04,2026-02-04,193,144,82.92,Short
ORD-0419,Alpha Components,Raw Material A,2026-03-04,2026-03-09,2026-03-09,208,183,17.57,Short
ORD-0420,Beta Metals,Packaging Y,2026-04-17,2026-04-25,2026-04-25,280,280,140.27,Complete
ORD-0421,Gamma Packaging,Component Z,2026-07-14,2026-07-23,2026-07-23,192,192,25.59,Complete
ORD-0422,Delta Logistics,Packaging Y,2026-05-26,2026-06-02,2026-06-05,466,410,36.11,Short
ORD-0423,Delta Logistics,Packaging X,2026-06-10,2026-06-16,2026-06-16,107,107,116.68,Complete
ORD-0424,Beta Metals,Packaging X,2026-05-03,2026-05-07,2026-05-07,504,493,21.76,Short
ORD-0425,Delta Logistics,Packaging Y,2026-03-29,2026-04-02,2026-04-02,241,241,135.84,Complete
ORD-0426,Omega Parts,Packaging X,2026-02-11,2026-02-21,2026-02-21,358,358,111.05,Complete
ORD-0427,Gamma Packaging,Packaging X,2026-07-01,2026-07-08,2026-07-08,136,129,17.74,Short
ORD-0428,Omega Parts,Raw Material A,2026-06-18,2026-06-23,2026-06-26,261,261,106.24,Complete
ORD-0429,Delta Logistics,Packaging Y,2026-01-06,2026-01-12,2026-01-12,465,465,97.69,Complete
ORD-0430,Beta Metals,Packaging Y,2026-05-31,2026-06-07,2026-06-08,198,188,115.54,Short
ORD-0431,Beta Metals,Packaging Y,2026-01-18,2026-01-25,2026-01-25,122,122,125.6,Complete
ORD-0432,Delta Logistics,Raw Material A,2026-06-05,2026-06-13,2026-06-13,337,320,110.01,Short
ORD-0433,Beta Metals,Packaging Y,2026-06-23,2026-06-28,2026-06-28,139,139,91.24,Complete
ORD-0434,Beta Metals,Packaging Y,2026-01-28,2026-02-05,2026-02-07,223,218,53.79,Short
ORD-0435,Beta Metals,Raw Material A,2026-04-02,2026-04-08,2026-04-10,297,261,107.01,Short
ORD-0436,Delta Logistics,Component Z,2026-01-26,2026-02-05,2026-02-05,360,360,143.89,Complete
ORD-0437,Beta Metals,Packaging X,2026-04-30,2026-05-04,2026-05-09,401,352,91.43,Short
ORD-0438,Delta Logistics,Packaging X,2026-07-14,2026-07-18,2026-07-18,422,371,102.34,Short
ORD-0439,Omega Parts,Packaging Y,2026-01-17,2026-01-23,2026-01-26,514,385,70.07,Short
ORD-0440,Omega Parts,Packaging X,2026-03-25,2026-04-01,2026-04-01,86,86,115.37,Complete
ORD-0441,Omega Parts,Packaging X,2026-07-24,2026-08-01,2026-08-01,249,219,149.67,Short
ORD-0442,Alpha Components,Raw Material B,2026-03-05,2026-03-11,2026-03-14,50,37,30.78,Short
ORD-0443,Gamma Packaging,Component Z,2026-01-28,2026-02-07,2026-02-07,55,48,36.74,Short
ORD-0444,Beta Metals,Component Z,2026-04-13,2026-04-19,2026-04-19,166,166,84.6,Complete
ORD-0445,Omega Parts,Raw Material A,2026-04-17,2026-04-21,2026-04-21,378,332,76.36,Short
ORD-0446,Delta Logistics,Packaging Y,2026-05-20,2026-05-23,2026-05-23,541,541,89.16,Complete
ORD-0447,Beta Metals,Raw Material A,2026-03-07,2026-03-17,2026-03-18,475,451,14.97,Short
ORD-0448,Gamma Packaging,Raw Material B,2026-07-20,2026-07-24,2026-07-27,405,396,65.41,Short
ORD-0449,Delta Logistics,Component Z,2026-04-20,2026-04-30,2026-05-03,477,467,90.78,Short
ORD-0450,Gamma Packaging,Raw Material A,2026-03-02,2026-03-07,2026-03-07,144,141,91.1,Short
ORD-0451,Gamma Packaging,Raw Material B,2026-07-21,2026-07-24,2026-07-24,511,511,101.34,Complete
ORD-0452,Alpha Components,Raw Material B,2026-07-14,2026-07-19,2026-07-19,539,528,110.27,Short
ORD-0453,Gamma Packaging,Packaging Y,2026-04-15,2026-04-22,2026-04-22,102,76,99.1,Short
ORD-0454,Beta Metals,Packaging X,2026-01-06,2026-01-12,2026-01-12,308,301,120.21,Short
ORD-0455,Omega Parts,Packaging X,2026-05-06,2026-05-15,2026-05-20,506,506,96.72,Complete
ORD-0456,Omega Parts,Component Z,2026-04-27,2026-05-04,2026-05-07,311,233,84.33,Short
ORD-0457,Delta Logistics,Packaging X,2026-02-01,2026-02-07,2026-02-09,512,512,94.08,Complete
ORD-0458,Alpha Components,Packaging Y,2026-05-14,2026-05-22,2026-05-22,564,552,22.37,Short
ORD-0459,Omega Parts,Raw Material A,2026-06-26,2026-07-06,2026-07-06,311,304,46.79,Short
ORD-0460,Beta Metals,Raw Material B,2026-01-23,2026-01-29,2026-01-29,82,80,82.89,Short
ORD-0461,Gamma Packaging,Component Z,2026-06-01,2026-06-05,2026-06-05,237,177,131.96,Short
ORD-0462,Omega Parts,Component Z,2026-01-30,2026-02-05,2026-02-05,168,168,104.43,Complete
ORD-0463,Omega Parts,Packaging Y,2026-06-07,2026-06-16,2026-06-16,310,232,20.84,Short
ORD-0464,Alpha Components,Raw Material B,2026-03-30,2026-04-03,2026-04-03,372,372,92.1,Complete
ORD-0465,Beta Metals,Raw Material A,2026-01-02,2026-01-12,2026-01-17,305,268,39.49,Short
ORD-0466,Delta Logistics,Component Z,2026-07-22,2026-07-29,2026-07-29,157,149,112.23,Short
ORD-0467,Gamma Packaging,Packaging Y,2026-02-04,2026-02-11,2026-02-16,215,215,125.5,Complete
ORD-0468,Beta Metals,Raw Material B,2026-05-06,2026-05-11,2026-05-11,423,423,92.27,Complete
ORD-0469,Gamma Packaging,Packaging X,2026-02-08,2026-02-18,2026-02-18,64,56,91.97,Short
ORD-0470,Omega Parts,Packaging Y,2026-07-15,2026-07-18,2026-07-18,167,158,56.08,Short
ORD-0471,Beta Metals,Packaging X,2026-06-05,2026-06-10,2026-06-10,540,513,71.37,Short
ORD-0472,Delta Logistics,Component Z,2026-06-18,2026-06-24,2026-06-24,104,104,130.7,Complete
ORD-0473,Delta Logistics,Raw Material A,2026-04-01,2026-04-07,2026-04-07,278,264,110.71,Short
ORD-0474,Omega Parts,Raw Material B,2026-04-09,2026-04-15,2026-04-18,163,122,81.81,Short
ORD-0475,Beta Metals,Raw Material A,2026-05-14,2026-05-18,2026-05-18,107,107,60.29,Complete
ORD-0476,Beta Metals,Packaging Y,2026-06-14,2026-06-18,2026-06-18,282,276,15.15,Short
ORD-0477,Gamma Packaging,Packaging Y,2026-06-27,2026-06-30,2026-06-30,336,329,28.31,Short
ORD-0478,Gamma Packaging,Component Z,2026-01-04,2026-01-11,2026-01-11,146,109,35.41,Short
ORD-0479,Gamma Packaging,Packaging X,2026-05-20,2026-05-25,2026-05-25,92,92,61.02,Complete
ORD-0480,Delta Logistics,Raw Material A,2026-01-23,2026-01-30,2026-01-30,124,121,142.07,Short
ORD-0481,Delta Logistics,Packaging X,2026-03-02,2026-03-09,2026-03-17,408,359,79.73,Short
ORD-0482,Beta Metals,Raw Material A,2026-06-24,2026-07-02,2026-07-04,523,523,41.35,Complete
ORD-0483,Delta Logistics,Packaging Y,2026-02-22,2026-03-01,2026-03-03,149,131,23.02,Short
ORD-0484,Beta Metals,Packaging Y,2026-06-17,2026-06-25,2026-06-25,226,198,56.04,Short
ORD-0485,Gamma Packaging,Component Z,2026-04-08,2026-04-15,2026-04-15,239,210,123.83,Short
ORD-0486,Alpha Components,Raw Material B,2026-02-18,2026-02-26,2026-03-03,248,235,62.43,Short
ORD-0487,Beta Metals,Raw Material B,2026-03-12,2026-03-19,2026-03-19,184,161,117.7,Short
ORD-0488,Omega Parts,Raw Material A,2026-04-22,2026-04-27,2026-04-27,80,70,121.98,Short
ORD-0489,Gamma Packaging,Packaging X,2026-06-10,2026-06-14,2026-06-14,338,253,23.74,Short
ORD-0490,Delta Logistics,Packaging X,2026-05-08,2026-05-17,2026-05-19,246,246,94.43,Complete
ORD-0491,Alpha Components,Packaging Y,2026-07-15,2026-07-20,2026-07-21,238,233,144.19,Short
ORD-0492,Delta Logistics,Packaging Y,2026-07-02,2026-07-09,2026-07-11,195,185,65.1,Short
ORD-0493,Beta Metals,Raw Material A,2026-06-08,2026-06-12,2026-06-14,561,561,15.23,Complete
ORD-0494,Delta Logistics,Raw Material B,2026-05-07,2026-05-13,2026-05-13,385,338,139.11,Short
ORD-0495,Omega Parts,Packaging X,2026-03-02,2026-03-09,2026-03-14,280,246,133.48,Short
ORD-0496,Gamma Packaging,Raw Material B,2026-03-28,2026-04-05,2026-04-05,162,153,82.14,Short
ORD-0497,Alpha Components,Raw Material A,2026-01-25,2026-02-01,2026-02-02,490,490,86.42,Complete
ORD-0498,Gamma Packaging,Component Z,2026-03-20,2026-03-25,2026-03-25,538,538,38.07,Complete
ORD-0499,Alpha Components,Packaging Y,2026-07-14,2026-07-24,2026-08-01,67,65,124.36,Short
ORD-0500,Gamma Packaging,Packaging X,2026-03-31,2026-04-07,2026-04-07,561,532,78.8,Short
